id,first_name,last_name,gender,birthdate,zipcode,city,state,active,region,connection_type,average_call_length,age
10499,Shelagh,Paike,Female,7/28/1988,10125,New York City,New York,TRUE,Mid-atlantic,new,47.55,31
10500,Waverley,Rodriguez,Male,10/3/1990,20851,Rockville,Maryland,FALSE,Southern,ported,53.41,28
10501,Richy,Skamell,Male,5/21/1962,89505,Reno,Nevada,TRUE,RockyMountain,new,29.4,57
10502,Val,Hyslop,Female,5/30/1974,97296,Portland,Oregon,TRUE,PacificCoastal,new,24.56,45
10503,Leanora,Iiannone,Female,7/1/1985,77554,Galveston,Texas,FALSE,Southwest,new,41.86,34
10504,Mareah,Murtell,Female,4/10/1962,32209,Jacksonville,Florida,TRUE,Southern,ported,36.66,57
10505,Winni,Nelligan,Female,1/19/1989,25356,Charleston,West Virginia,FALSE,Southern,new,27.73,30
10506,Karlene,Swinden,Female,10/11/1962,33680,Tampa,Florida,FALSE,Southern,ported,31.69,56
10507,Dave,Canlin,Male,7/24/1969,33175,Miami,Florida,TRUE,Southern,ported,48.21,50
10508,Jerrilyn,Heinschke,Female,3/25/1975,16505,Erie,Pennsylvania,TRUE,Mid-atlantic,new,56.48,44
10509,Gav,McNeely,Male,3/12/1965,46247,Indianapolis,Indiana,TRUE,Midwest,ported,48.4,54
10510,Abe,Bransby,Male,5/9/1990,54305,Green Bay,Wisconsin,TRUE,Midwest,new,60.55,29
10511,Paul,Danniel,Male,7/28/1965,80223,Denver,Colorado,TRUE,RockyMountain,new,3.89,54
10512,Luigi,Paggitt,Male,1/3/1975,76544,Killeen,Texas,TRUE,Southwest,new,17.22,44
10513,Kettie,Glave,Female,4/28/1977,26505,Morgantown,West Virginia,FALSE,Southern,new,53.33,42
10514,Illa,Castaignet,Female,11/30/1959,78265,San Antonio,Texas,TRUE,Southwest,ported,13.39,59
10515,Lemuel,Biggerdike,Male,8/19/1968,20051,Washington,District of Columbia,FALSE,Southern,ported,41.88,50
10516,Dominik,Baumadier,Male,9/21/1973,98481,Tacoma,Washington,TRUE,PacificCoastal,new,26.01,45
10517,Barr,Gheorghe,Male,2/23/1997,46634,South Bend,Indiana,TRUE,Midwest,new,28.23,22
10518,Dottie,Ashwell,Female,12/24/1990,31405,Savannah,Georgia,TRUE,Southern,ported,58.51,28
10519,Padriac,Woollacott,Male,12/10/1960,21747,Hagerstown,Maryland,TRUE,Southern,new,49.03,58
10520,Morgen,Rickword,Female,4/25/1987,21705,Frederick,Maryland,FALSE,Southern,new,17.66,32
10521,Hy,De Cleen,Male,2/5/2005,19151,Philadelphia,Pennsylvania,FALSE,Mid-atlantic,ported,52.54,14
10522,Antonino,Doe,Male,7/19/2004,72916,Fort Smith,Arkansas,TRUE,Southern,new,18.45,15
10523,Elysia,Baert,Female,10/5/1956,99210,Spokane,Washington,TRUE,PacificCoastal,ported,50.98,62
10524,Stillmann,Doddridge,Male,2/22/1955,34985,Port Saint Lucie,Florida,FALSE,Southern,ported,30.16,64
10525,Sydel,Tait,Female,5/12/1998,79940,El Paso,Texas,FALSE,Southwest,new,9.24,21
10526,Wilmar,Impey,Male,2/14/1978,11044,New Hyde Park,New York,FALSE,Mid-atlantic,new,27.71,41
10527,Kile,Bruckmann,Male,6/17/1962,6859,Norwalk,Connecticut,TRUE,New-England,ported,26.61,57
10528,Anabal,Kensall,Female,12/27/2004,66629,Topeka,Kansas,FALSE,Midwest,new,50.61,14
10529,Kerri,De Bruyne,Female,7/24/1981,20210,Washington,District of Columbia,FALSE,Southern,ported,48.98,38
10530,Antonetta,Donnelly,Female,8/1/1970,94544,Hayward,California,TRUE,PacificCoastal,new,24.95,49
10531,Lionel,Naris,Male,8/29/2005,73129,Oklahoma City,Oklahoma,TRUE,Southwest,new,27.76,13
10532,Francklin,McCrone,Male,11/29/1976,84409,Ogden,Utah,TRUE,RockyMountain,new,26.4,42
10533,Ema,Gianasi,Female,4/19/1958,30336,Atlanta,Georgia,FALSE,Southern,new,44.97,61
10534,Cal,Randle,Male,8/13/1972,62776,Springfield,Illinois,TRUE,Midwest,ported,10.89,46
10535,Bella,Beldum,Female,2/22/1973,75210,Dallas,Texas,FALSE,Southwest,new,35.98,46
10536,Filberte,Dalglish,Male,8/7/1982,90081,Los Angeles,California,TRUE,PacificCoastal,ported,59.1,36
10537,Zebulen,Cobbing,Male,5/2/1995,74193,Tulsa,Oklahoma,FALSE,Southwest,new,59.51,24
10538,Nicola,Gaven,Female,11/14/1989,27626,Raleigh,North Carolina,FALSE,Southern,ported,41.95,29
10539,Giulia,Woodhead,Female,4/7/1997,15286,Pittsburgh,Pennsylvania,FALSE,Mid-atlantic,ported,6.85,22
10540,Eada,Girodon,Female,11/22/1992,53779,Madison,Wisconsin,TRUE,Midwest,ported,3.4,26
10541,Shelden,Braisted,Male,10/14/1969,34620,Clearwater,Florida,TRUE,Southern,ported,11.54,49
10542,Merlina,Deroche,Female,7/22/1973,8619,Trenton,New Jersey,TRUE,Mid-atlantic,new,58.26,46
10543,Selestina,Brangan,Female,1/14/1958,95818,Sacramento,California,TRUE,PacificCoastal,ported,50.44,61
10544,Mattie,Scrivener,Female,2/1/1978,48232,Detroit,Michigan,TRUE,Midwest,new,9.31,41
10545,Pen,Kitchener,Female,3/31/2001,85030,Phoenix,Arizona,TRUE,Southwest,new,34.61,18
10546,Benedikt,Plessing,Male,1/3/1997,84403,Ogden,Utah,TRUE,RockyMountain,new,17.62,22
10547,Carlie,Scargill,Male,4/10/1974,33610,Tampa,Florida,TRUE,Southern,new,58.44,45
10548,Iosep,Penrose,Male,3/9/2002,40591,Lexington,Kentucky,TRUE,Southern,new,48.37,17
10549,Lise,Sarjeant,Female,7/20/2002,95973,Chico,California,FALSE,PacificCoastal,new,32.5,17
10550,Merla,Toretta,Female,8/9/1980,70607,Lake Charles,Louisiana,FALSE,Southern,new,55.27,38
10551,Franky,Abby,Male,2/2/1983,98464,Tacoma,Washington,TRUE,PacificCoastal,new,54.2,36
10552,Baxy,Dowsett,Male,3/25/1982,2405,Brockton,Massachusetts,TRUE,New-England,new,49.64,37
10553,Sacha,Brunicke,Female,12/14/1959,20599,Washington,District of Columbia,FALSE,Southern,new,2.11,59
10554,Bernadina,John,Female,12/4/1974,28247,Charlotte,North Carolina,TRUE,Southern,new,8.83,44
10555,Antony,Carlsen,Male,10/15/1980,60208,Evanston,Illinois,TRUE,Midwest,new,55.66,38
10556,Marthena,Newtown,Female,8/6/1989,92415,San Bernardino,California,TRUE,PacificCoastal,new,5.06,29
10557,Ferguson,Keys,Male,9/25/1959,92505,Riverside,California,TRUE,PacificCoastal,ported,17.49,59
10558,Nickie,Blackwood,Male,7/7/1997,92862,Orange,California,TRUE,PacificCoastal,new,21.17,22
10559,Kalila,Coning,Female,12/23/1981,34108,Naples,Florida,TRUE,Southern,new,34.51,37
10560,Roger,MacTavish,Male,1/31/1958,60193,Schaumburg,Illinois,TRUE,Midwest,ported,39.36,61
10561,Mimi,Bridgestock,Female,1/29/2004,20370,Washington,District of Columbia,FALSE,Southern,ported,54.18,15
10562,Angelle,Bachura,Female,12/23/1992,55565,Monticello,Minnesota,TRUE,Midwest,ported,7.42,26
10563,Gael,Dedon,Female,4/19/1959,14646,Rochester,New York,TRUE,Mid-atlantic,new,10.54,60
10564,Berthe,Skedge,Female,10/22/1997,78783,Austin,Texas,TRUE,Southwest,ported,8.32,21
10565,Briggs,Hirth,Male,6/7/1967,36104,Montgomery,Alabama,TRUE,Southern,new,22.09,52
10566,Catherine,Linsley,Female,9/30/1970,23514,Norfolk,Virginia,TRUE,Southern,new,43.18,48
10567,Nigel,Petrillo,Male,7/13/2003,46852,Fort Wayne,Indiana,TRUE,Midwest,new,4.61,16
10568,Rebbecca,Moscone,Female,10/30/1981,63116,Saint Louis,Missouri,TRUE,Midwest,ported,3.02,37
10569,Mariska,Rookes,Female,2/17/2000,31904,Columbus,Georgia,FALSE,Southern,new,13.48,19
10570,Vaclav,Gude,Male,10/24/1957,20551,Washington,District of Columbia,TRUE,Southern,ported,48,61
10571,Finlay,Jachimczak,Male,10/22/1955,90010,Los Angeles,California,FALSE,PacificCoastal,new,21.12,63
10572,Inessa,Mugglestone,Female,11/16/1984,70815,Baton Rouge,Louisiana,TRUE,Southern,new,40.36,34
10573,Dru,Stranger,Female,9/15/1975,74126,Tulsa,Oklahoma,FALSE,Southwest,ported,19.33,43
10574,Phillis,Pallesen,Female,5/2/1955,99215,Spokane,Washington,TRUE,PacificCoastal,ported,26.31,64
10575,Corabel,Skerme,Female,3/2/1964,33305,Fort Lauderdale,Florida,FALSE,Southern,ported,35.79,55
10576,Vick,Tosspell,Male,3/9/1994,11254,Brooklyn,New York,TRUE,Mid-atlantic,new,32.81,25
10577,Towney,Servante,Male,6/25/1996,76505,Temple,Texas,FALSE,Southwest,ported,23.7,23
10578,Launce,Cinderey,Male,12/11/1991,85754,Tucson,Arizona,TRUE,Southwest,ported,13.42,27
10579,Jake,Lochran,Male,7/28/1996,37605,Johnson City,Tennessee,TRUE,Southern,new,29.8,23
10580,Roselle,Benez,Female,10/9/2004,14269,Buffalo,New York,TRUE,Mid-atlantic,ported,50.01,14
10581,Marmaduke,Falconer,Male,4/26/1995,20918,Silver Spring,Maryland,TRUE,Southern,new,46.79,24
10582,Sibel,Openshaw,Female,8/30/1966,20078,Washington,District of Columbia,TRUE,Southern,new,53.65,52
10583,Johnathon,Swindells,Male,4/28/1963,99220,Spokane,Washington,FALSE,PacificCoastal,ported,37.26,56
10584,Jandy,Nabarro,Female,6/1/1961,60351,Carol Stream,Illinois,FALSE,Midwest,new,40.75,58
10585,Dannel,Iacobo,Male,1/17/1969,92662,Newport Beach,California,TRUE,PacificCoastal,new,6.53,50
10586,Annamaria,O'Criane,Female,3/16/1974,95298,Stockton,California,TRUE,PacificCoastal,ported,32.42,45
10587,Shepard,Petrovykh,Male,4/5/1964,77085,Houston,Texas,FALSE,Southwest,ported,4.57,55
10588,Fidelity,Seeley,Female,7/29/2002,37931,Knoxville,Tennessee,FALSE,Southern,ported,12.25,17
10589,Tedmund,Stone Fewings,Male,6/3/1966,28314,Fayetteville,North Carolina,TRUE,Southern,new,3.67,53
10590,Barrie,Pawlicki,Female,11/16/1994,72199,North Little Rock,Arkansas,FALSE,Southern,ported,31.62,24
10591,Agnes,Jotham,Female,1/31/1954,94291,Sacramento,California,TRUE,PacificCoastal,new,2.95,65
10592,Glyn,Batte,Male,6/7/1975,75372,Dallas,Texas,FALSE,Southwest,ported,12.08,44
10593,Gav,Blare,Male,10/20/1969,85083,Phoenix,Arizona,FALSE,Southwest,new,37.73,49
10594,Broddy,Gravells,Male,5/28/1970,23459,Virginia Beach,Virginia,TRUE,Southern,new,47.06,49
10595,Gearalt,Tewelson,Male,10/22/1996,39210,Jackson,Mississippi,FALSE,Southern,ported,22.14,22
10596,Andree,Laffin,Female,11/1/1966,20420,Washington,District of Columbia,FALSE,Southern,ported,16.76,52
10597,Blaine,Bennet,Male,8/6/2003,40591,Lexington,Kentucky,TRUE,Southern,new,34.99,15
10598,Sheila-kathryn,Halbard,Female,10/24/1960,16550,Erie,Pennsylvania,TRUE,Mid-atlantic,new,48.42,58
10599,Marleen,Meaking,Female,7/23/1980,94263,Sacramento,California,FALSE,PacificCoastal,ported,41.37,39
10600,Kimberly,Emson,Female,6/19/1993,44710,Canton,Ohio,TRUE,Midwest,ported,11.18,26
10601,Russ,Woolward,Male,2/25/1956,79159,Amarillo,Texas,FALSE,Southwest,new,45.61,63
10602,Zach,Grebbin,Male,2/19/1981,55470,Minneapolis,Minnesota,TRUE,Midwest,ported,26.42,38
10603,Bengt,Hunnywell,Male,4/12/1959,85260,Scottsdale,Arizona,TRUE,Southwest,ported,24.6,60
10604,Arleen,Mixhel,Female,1/7/1990,31196,Atlanta,Georgia,TRUE,Southern,ported,36.32,29
10605,Markos,Paliser,Male,9/13/1997,27615,Raleigh,North Carolina,TRUE,Southern,ported,53.53,21
10606,Hank,Macon,Male,6/28/1983,39236,Jackson,Mississippi,TRUE,Southern,ported,9.64,36
10607,Brendan,Billion,Male,7/10/1972,6705,Waterbury,Connecticut,TRUE,New-England,ported,31.35,47
10608,Dalli,Schofield,Male,8/7/1999,75392,Dallas,Texas,TRUE,Southwest,new,21.15,19
10609,Gilberta,Pfeiffer,Female,11/16/1976,76305,Wichita Falls,Texas,TRUE,Southwest,new,25.06,42
10610,Elbertine,Blockley,Female,11/18/1976,80235,Denver,Colorado,TRUE,RockyMountain,new,33.28,42
10611,Boote,Mohammed,Male,3/4/1980,78210,San Antonio,Texas,TRUE,Southwest,new,35.87,39
10612,Griffin,Ferres,Male,4/28/1996,75397,Dallas,Texas,FALSE,Southwest,ported,27.09,23
10613,Jourdain,Haffenden,Male,2/26/1975,20073,Washington,District of Columbia,TRUE,Southern,new,25.72,44
10614,Merna,Cabrara,Female,11/16/1997,92805,Anaheim,California,TRUE,PacificCoastal,ported,26.74,21
10615,Aubree,Jessope,Female,4/8/1981,2109,Boston,Massachusetts,FALSE,New-England,new,9.23,38
10616,Worth,Ethelstone,Male,2/16/1959,75185,Mesquite,Texas,FALSE,Southwest,new,56.69,60
10617,Kristoforo,Marle,Male,8/20/1960,47134,Jeffersonville,Indiana,TRUE,Midwest,new,42.51,58
10618,Orelia,Getsham,Female,1/10/2004,92822,Brea,California,FALSE,PacificCoastal,ported,18.96,15
10619,Sande,Curphey,Female,4/2/1997,25709,Huntington,West Virginia,TRUE,Southern,new,13.5,22
10620,Rosetta,O'Lahy,Female,12/2/1995,40266,Louisville,Kentucky,TRUE,Southern,new,36.75,23
10621,Langston,Burnes,Male,5/25/1990,97286,Portland,Oregon,TRUE,PacificCoastal,new,36.15,29
10622,Tracy,Seller,Male,12/3/1992,79923,El Paso,Texas,TRUE,Southwest,new,34.48,26
10623,Ignace,Tuckwood,Male,5/23/1980,76162,Fort Worth,Texas,TRUE,Southwest,ported,46.39,39
10624,Cathrin,Glasscock,Female,2/21/1960,92137,San Diego,California,FALSE,PacificCoastal,ported,52.84,59
10625,Lynne,Mennell,Female,1/14/1956,10249,New York City,New York,TRUE,Mid-atlantic,ported,53.01,63
10626,Silvia,Brigg,Female,10/20/1978,70183,New Orleans,Louisiana,TRUE,Southern,new,54.55,40
10627,Lalo,Rubke,Male,1/28/2001,20551,Washington,District of Columbia,TRUE,Southern,new,49.11,18
10628,Thurston,Ronca,Male,6/1/1975,70124,New Orleans,Louisiana,TRUE,Southern,ported,24.03,44
10629,Clem,Dilliston,Female,6/11/1987,70810,Baton Rouge,Louisiana,TRUE,Southern,ported,37.05,32
10630,Georgie,Schuchmacher,Female,5/7/1987,62794,Springfield,Illinois,FALSE,Midwest,ported,21.2,32
10631,Brian,Lared,Male,9/27/1980,11231,Brooklyn,New York,FALSE,Mid-atlantic,new,60.35,38
10632,Killy,Fantone,Male,12/30/1977,85099,Phoenix,Arizona,TRUE,Southwest,new,43.31,41
10633,Gun,Gilburt,Male,2/25/2000,35487,Tuscaloosa,Alabama,FALSE,Southern,new,32.16,19
10634,Georgi,Kezourec,Male,5/25/1957,214,Portsmouth,New Hampshire,FALSE,New-England,new,27.28,62
10635,Brit,Dunlop,Female,2/17/1982,33245,Miami,Florida,TRUE,Southern,ported,46.59,37
10636,Winifield,Toffoletto,Male,3/21/1998,24040,Roanoke,Virginia,TRUE,Southern,new,25.22,21
10637,Sid,Blaiklock,Male,10/21/1974,37131,Murfreesboro,Tennessee,TRUE,Southern,new,32.93,44
10638,Robby,Cush,Male,8/8/1966,10292,New York City,New York,TRUE,Mid-atlantic,new,18.03,53
10639,Tish,Espinheira,Female,10/2/1990,54915,Appleton,Wisconsin,FALSE,Midwest,new,22.16,28
10640,Kelsey,Vesty,Male,11/26/1966,64101,Kansas City,Missouri,FALSE,Midwest,ported,14.26,52
10641,Hewe,Woolaston,Male,9/26/1990,78426,Corpus Christi,Texas,TRUE,Southwest,ported,42.09,28
10642,Trev,Gasparro,Male,7/4/1961,47719,Evansville,Indiana,TRUE,Midwest,ported,17.58,58
10643,Glenna,Hartless,Female,10/17/1954,14609,Rochester,New York,FALSE,Mid-atlantic,new,11.92,64
10644,Ola,Hodinton,Female,10/9/1997,87592,Santa Fe,New Mexico,TRUE,Southwest,new,38.61,21
10645,Lynn,Pontefract,Male,12/16/1977,2104,Boston,Massachusetts,FALSE,New-England,new,3.16,41
10646,Sonnnie,Ambrose,Female,12/23/1986,97206,Portland,Oregon,FALSE,PacificCoastal,ported,34.47,32
10647,Ilene,Adamsson,Female,12/25/2004,38126,Memphis,Tennessee,TRUE,Southern,ported,37.54,14
10648,Nealon,Taffarello,Male,6/2/1989,29615,Greenville,South Carolina,TRUE,Southern,ported,24.44,30
10649,Jaquelyn,Laws,Female,2/8/1997,79923,El Paso,Texas,TRUE,Southwest,ported,45.38,22
10650,Sonni,Herrero,Female,9/1/2004,70836,Baton Rouge,Louisiana,TRUE,Southern,ported,60.19,14
10651,Rogerio,Malacrida,Male,3/12/1980,45403,Dayton,Ohio,TRUE,Midwest,ported,1.37,39
10652,Eugen,Kidney,Male,6/29/1983,11241,Brooklyn,New York,TRUE,Mid-atlantic,new,55.44,36
10653,Kearney,Ingerman,Male,8/23/1998,78732,Austin,Texas,TRUE,Southwest,ported,8.53,20
10654,Bren,Dower,Female,5/29/1987,10131,New York City,New York,TRUE,Mid-atlantic,ported,30.37,32
10655,Ragnar,Jeannot,Male,7/30/1967,93005,Ventura,California,FALSE,PacificCoastal,new,33.24,52
10656,Case,Gregory,Male,11/15/1980,33245,Miami,Florida,TRUE,Southern,new,55.36,38
10657,Marcie,Glazer,Female,3/2/1955,95138,San Jose,California,TRUE,PacificCoastal,new,12.73,64
10658,Enos,Oxer,Male,5/1/1960,76198,Fort Worth,Texas,TRUE,Southwest,ported,42.3,59
10659,Sebastiano,Wheatland,Male,3/3/1975,90189,Los Angeles,California,FALSE,PacificCoastal,new,4.35,44
10660,Augusta,Abramof,Female,2/29/1964,10150,New York City,New York,TRUE,Mid-atlantic,ported,12.49,55
10661,Chrysler,Draper,Female,9/28/1969,15215,Pittsburgh,Pennsylvania,FALSE,Mid-atlantic,ported,22.83,49
10662,Mick,Cabrara,Male,7/8/2003,37995,Knoxville,Tennessee,FALSE,Southern,new,40.39,16
10663,Giustino,Avo,Male,3/31/1980,55188,Saint Paul,Minnesota,TRUE,Midwest,new,60.94,39
10664,Illa,Bartosek,Female,4/13/1961,33615,Tampa,Florida,TRUE,Southern,ported,43.61,58
10665,Illa,Semens,Female,1/7/1961,2405,Brockton,Massachusetts,TRUE,New-England,ported,56.35,58
10666,Jo ann,Meldrum,Female,3/28/1995,62794,Springfield,Illinois,TRUE,Midwest,new,1.26,24
10667,Humfrid,Layland,Male,9/21/1955,46221,Indianapolis,Indiana,FALSE,Midwest,ported,35.32,63
10668,Rollins,Simeons,Male,4/18/2003,92505,Riverside,California,TRUE,PacificCoastal,ported,50.18,16
10669,Valeda,Nairns,Female,8/9/1981,31410,Savannah,Georgia,TRUE,Southern,ported,22.65,37
10670,Maribeth,Muller,Female,12/13/1976,88530,El Paso,Texas,FALSE,Southwest,ported,21.67,42
10671,Wendye,Markovic,Female,4/19/1988,85067,Phoenix,Arizona,TRUE,Southwest,ported,18.78,31
10672,Myrlene,Boarleyson,Female,10/17/1988,98158,Seattle,Washington,FALSE,PacificCoastal,ported,6.87,30
10673,Isabel,Santry,Female,8/19/2000,48267,Detroit,Michigan,FALSE,Midwest,new,60.06,18
10674,Bryn,Joselovitch,Female,2/15/1997,97296,Portland,Oregon,TRUE,PacificCoastal,ported,57.62,22
10675,Alasdair,Godfroy,Male,5/24/1955,2458,Newton,Massachusetts,TRUE,New-England,ported,36.51,64
10676,Shaylah,Ayscough,Female,3/3/2002,79911,El Paso,Texas,FALSE,Southwest,ported,28.63,17
10677,Harald,Castaignet,Male,12/29/1973,6673,Bridgeport,Connecticut,TRUE,New-England,new,2.44,45
10678,Jozef,Dene,Male,12/11/1986,91125,Pasadena,California,FALSE,PacificCoastal,new,9.36,32
10679,Barri,Sommerville,Male,8/7/1982,40280,Louisville,Kentucky,TRUE,Southern,new,43.12,36
10680,Robyn,Watkins,Female,10/18/1976,92415,San Bernardino,California,TRUE,PacificCoastal,ported,18.26,42
10681,Bourke,Lowdyane,Male,3/4/1988,32259,Jacksonville,Florida,FALSE,Southern,ported,43.46,31
10682,Tybie,Brocks,Female,3/19/1964,7522,Paterson,New Jersey,TRUE,Mid-atlantic,ported,7.65,55
10683,Doralyn,Lantry,Female,11/16/1968,40546,Lexington,Kentucky,FALSE,Southern,ported,11.69,50
10684,Eleanor,Singh,Female,5/1/1982,64054,Independence,Missouri,TRUE,Midwest,new,31.47,37
10685,Lazaro,Erett,Male,8/3/1984,21275,Baltimore,Maryland,TRUE,Southern,ported,44.99,35
10686,Colline,Gaber,Female,12/6/1988,20392,Washington,District of Columbia,FALSE,Southern,ported,27.98,30
10687,Holmes,Foulger,Male,1/28/1988,66699,Topeka,Kansas,TRUE,Midwest,new,11.59,31
10688,Carolyne,Nazaret,Female,7/21/1989,85010,Phoenix,Arizona,FALSE,Southwest,ported,19.18,30
10689,Barrett,Summerly,Male,7/18/1975,29424,Charleston,South Carolina,TRUE,Southern,new,46.36,44
10690,Latisha,Izkovitch,Female,9/5/1983,87201,Albuquerque,New Mexico,TRUE,Southwest,ported,27.25,35
10691,Ronny,Blankett,Male,12/21/2001,87190,Albuquerque,New Mexico,TRUE,Southwest,new,37.4,17
10692,Deloria,Ferroli,Female,4/9/1983,48092,Warren,Michigan,FALSE,Midwest,ported,52.11,36
10693,Jarrid,Cosby,Male,2/8/1994,34665,Pinellas Park,Florida,FALSE,Southern,new,60.96,25
10694,Lorens,Macci,Male,7/17/1966,40524,Lexington,Kentucky,FALSE,Southern,new,16.05,53
10695,Elyssa,Pigeon,Female,4/9/1966,67210,Wichita,Kansas,FALSE,Midwest,ported,14.24,53
10696,Suzette,Hancock,Female,7/9/1990,23612,Newport News,Virginia,FALSE,Southern,new,49.35,29
10697,Gilemette,Tebbutt,Female,8/29/1974,10633,White Plains,New York,TRUE,Mid-atlantic,ported,22.02,44
10698,Ulric,Rickasse,Male,6/11/2003,49444,Muskegon,Michigan,FALSE,Midwest,ported,11.83,16
10699,Major,Willows,Male,2/15/1990,25313,Charleston,West Virginia,TRUE,Southern,new,46.56,29
10700,Kean,Back,Male,5/13/1960,23514,Norfolk,Virginia,FALSE,Southern,new,6.5,59
10701,Roselin,Akitt,Female,1/27/1963,66105,Kansas City,Kansas,TRUE,Midwest,new,8.61,56
10702,Kermie,O'Docherty,Male,9/4/1971,15220,Pittsburgh,Pennsylvania,TRUE,Mid-atlantic,ported,16.21,47
10703,Alric,Gossart,Male,5/17/1969,79968,El Paso,Texas,TRUE,Southwest,ported,43.5,50
10704,Mandie,Tomlins,Female,3/26/1989,47719,Evansville,Indiana,FALSE,Midwest,ported,27.08,30
10705,Diego,Tolomei,Male,4/13/1973,85748,Tucson,Arizona,TRUE,Southwest,ported,44,46
10706,Tobe,Cocke,Male,5/28/1988,84189,Salt Lake City,Utah,FALSE,RockyMountain,new,2.73,31
10707,Lola,Rheam,Female,8/19/1999,92725,Santa Ana,California,TRUE,PacificCoastal,new,32.11,19
10708,Coriss,Neary,Female,12/14/1985,34643,Largo,Florida,TRUE,Southern,new,42,33
10709,Trevar,Gadney,Male,3/24/1979,37931,Knoxville,Tennessee,FALSE,Southern,new,56.23,40
10710,Vern,Bluschke,Male,6/19/2004,30911,Augusta,Georgia,TRUE,Southern,new,32.97,15
10711,Tessi,Gookey,Female,11/30/1989,94280,Sacramento,California,TRUE,PacificCoastal,new,2.81,29
10712,Fedora,Kerfod,Female,3/24/1986,75799,Tyler,Texas,FALSE,Southwest,ported,26.17,33
10713,Dore,Frankema,Female,4/4/1993,29505,Florence,South Carolina,FALSE,Southern,new,55.4,26
10714,Donal,Fenning,Male,2/8/1978,63121,Saint Louis,Missouri,TRUE,Midwest,ported,40.78,41
10715,Rici,Beaves,Female,4/9/1973,12232,Albany,New York,TRUE,Mid-atlantic,new,20.97,46
10716,Fallon,Castree,Female,3/21/1975,63136,Saint Louis,Missouri,FALSE,Midwest,new,54.79,44
10717,Catherin,Maas,Female,2/28/1984,46699,South Bend,Indiana,TRUE,Midwest,ported,2.12,35
10718,Jewelle,Tesoe,Female,1/9/1955,79984,El Paso,Texas,TRUE,Southwest,new,18.46,64
10719,Arielle,Mycock,Female,6/17/1961,75392,Dallas,Texas,FALSE,Southwest,ported,28.54,58
10720,Sheff,Spilsburie,Male,12/25/1991,23471,Virginia Beach,Virginia,FALSE,Southern,new,8.32,27
10721,Ogdon,Slemmonds,Male,9/10/1988,19886,Wilmington,Delaware,FALSE,Southern,ported,37.35,30
10722,Malissa,Dewi,Female,2/2/1990,94291,Sacramento,California,TRUE,PacificCoastal,new,13.94,29
10723,Bard,Kilroy,Male,12/6/1978,57193,Sioux Falls,South Dakota,FALSE,Midwest,new,23.36,40
10724,Lil,Fever,Female,8/10/1972,83722,Boise,Idaho,TRUE,RockyMountain,ported,51.91,46
10725,Marrilee,Gookey,Female,8/7/1981,21282,Baltimore,Maryland,TRUE,Southern,ported,46.48,37
10726,Lewiss,Barbosa,Male,3/2/1980,46266,Indianapolis,Indiana,FALSE,Midwest,ported,41.35,39
10727,Gael,Ball,Female,12/2/1999,99517,Riverside,California,TRUE,PacificCoastal,new,51.08,19
10728,Vincents,Heatlie,Male,12/11/1961,98498,Lakewood,Washington,TRUE,PacificCoastal,ported,55.89,57
10729,Vergil,Suttill,Male,12/30/1988,36104,Montgomery,Alabama,FALSE,Southern,ported,39.95,30
10730,Cory,Yurkov,Female,1/23/1980,39236,Jackson,Mississippi,TRUE,Southern,new,3.9,39
10731,Kendall,Chetter,Male,9/5/1959,79955,El Paso,Texas,TRUE,Southwest,new,58.1,59
10732,Romonda,Happel,Female,8/11/2002,84605,Provo,Utah,FALSE,RockyMountain,ported,39.58,16
10733,Ralf,Gillanders,Male,8/11/1962,20022,Washington,District of Columbia,TRUE,Southern,ported,15.62,56
10734,Scott,Keyhoe,Male,7/1/1972,80951,Colorado Springs,Colorado,FALSE,RockyMountain,ported,29.74,47
10735,Dean,Ebbotts,Male,2/23/1971,92717,Irvine,California,TRUE,PacificCoastal,ported,6.39,48
10736,Connie,Rubinshtein,Male,7/21/1991,55103,Saint Paul,Minnesota,TRUE,Midwest,ported,24.74,28
10737,Ahmed,Leahey,Male,2/4/1969,17126,Harrisburg,Pennsylvania,TRUE,Mid-atlantic,ported,22.64,50
10738,Amery,O'Lenechan,Male,1/1/2002,34642,Seminole,Florida,TRUE,Southern,ported,28.3,17
10739,Brady,Alvar,Male,9/1/1984,28055,Gastonia,North Carolina,FALSE,Southern,new,15.65,34
10740,Brandy,Browne,Female,9/8/1996,20456,Washington,District of Columbia,FALSE,Southern,new,40.91,22
10741,Shaylynn,Tison,Female,4/18/1967,38188,Memphis,Tennessee,FALSE,Southern,new,25.4,52
10742,Ann,Burkman,Female,12/27/2002,95138,San Jose,California,TRUE,PacificCoastal,new,28.29,16
10743,Ruperto,Mayhead,Male,11/1/1993,94263,Sacramento,California,TRUE,PacificCoastal,ported,16.9,25
10744,Rahel,Weafer,Female,4/19/1955,23228,Richmond,Virginia,TRUE,Southern,ported,51.23,64
10745,Alexi,Di Roberto,Female,7/24/2003,33185,Miami,Florida,TRUE,Southern,new,4.64,16
10746,Elbert,Tripony,Male,11/30/2003,10464,Bronx,New York,TRUE,Mid-atlantic,new,39.04,15
10747,Fleur,Daine,Female,4/9/1971,94230,Sacramento,California,FALSE,PacificCoastal,new,49.11,48
10748,Bern,Valentim,Male,12/28/1968,21282,Baltimore,Maryland,TRUE,Southern,new,38.11,50
