id,phone_number,receiver,starttimestamp,endtimestamp,call_length,direction
12002,930-883-1524,928-557-7876,8/22/2017 10:55,8/22/2017 10:55,0:00:00,missed call
12003,982-776-6449,767-924-6502,10/31/2017 19:56,10/31/2017 20:38,0:42:14,incoming
12004,796-387-5648,928-557-7876,3/26/2019 3:03,3/26/2019 3:03,0:00:00,missed call
12005,930-883-1524,206-578-3516,5/15/2019 4:40,5/15/2019 4:40,0:00:41,outgoing
12006,928-557-7876,140-766-7286,1/27/2018 12:32,1/27/2018 12:32,0:00:00,missed call
12007,340-659-7071,928-557-7876,12/20/2017 20:57,12/20/2017 20:57,0:00:00,missed call
12008,263-435-6327,982-776-6449,11/17/2017 1:21,11/17/2017 1:21,0:00:00,missed call
12009,767-924-6502,206-578-3516,9/1/2018 16:06,9/1/2018 16:06,0:00:00,missed call
12010,263-435-6327,928-557-7876,7/5/2017 4:19,7/5/2017 4:51,0:32:55,outgoing
12011,340-659-7071,982-776-6449,2/17/2018 4:51,2/17/2018 4:51,0:00:00,missed call
12012,340-659-7071,767-924-6502,2/12/2019 23:49,2/13/2019 0:29,0:39:44,incoming
12013,930-883-1524,928-557-7876,10/12/2017 10:36,10/12/2017 10:36,0:00:00,missed call
12014,982-776-6449,206-578-3516,2/13/2018 1:02,2/13/2018 1:42,0:39:24,outgoing
12015,140-766-7286,340-659-7071,6/24/2017 17:06,6/24/2017 17:06,0:00:00,missed call
12016,206-578-3516,930-883-1524,7/5/2018 4:57,7/5/2018 5:55,0:58:38,incoming
12017,206-578-3516,767-924-6502,5/24/2018 10:42,5/24/2018 11:39,0:56:24,incoming
12018,340-659-7071,982-776-6449,7/13/2017 15:30,7/13/2017 15:42,0:12:09,incoming
12019,325-139-4088,796-387-5648,2/2/2019 14:36,2/2/2019 14:36,0:00:00,missed call
12020,767-924-6502,928-557-7876,9/5/2018 8:36,9/5/2018 8:36,0:00:00,missed call
12021,767-924-6502,796-387-5648,3/7/2018 17:31,3/7/2018 17:59,0:27:51,incoming
12022,140-766-7286,340-659-7071,8/12/2017 5:00,8/12/2017 5:00,0:00:00,missed call
12023,206-578-3516,767-924-6502,2/7/2018 5:45,2/7/2018 6:29,0:43:41,incoming
12024,930-883-1524,263-435-6327,8/28/2017 1:09,8/28/2017 1:09,0:00:00,missed call
12025,140-766-7286,325-139-4088,4/9/2017 21:31,4/9/2017 22:27,0:55:16,incoming
12026,140-766-7286,928-557-7876,2/17/2019 0:37,2/17/2019 1:31,0:54:49,incoming
12027,930-883-1524,928-557-7876,5/12/2019 19:57,5/12/2019 19:57,0:00:00,missed call
12028,340-659-7071,796-387-5648,6/13/2018 11:18,6/13/2018 11:32,0:14:29,incoming
12029,206-578-3516,767-924-6502,9/16/2018 16:07,9/16/2018 16:43,0:35:52,outgoing
12030,325-139-4088,140-766-7286,12/14/2018 16:47,12/14/2018 16:47,0:00:00,missed call
12031,206-578-3516,930-883-1524,12/27/2018 18:27,12/27/2018 18:32,0:04:46,outgoing
12032,140-766-7286,767-924-6502,10/28/2017 20:47,10/28/2017 21:08,0:21:11,incoming
12033,767-924-6502,325-139-4088,4/2/2018 2:50,4/2/2018 2:50,0:00:00,missed call
12034,325-139-4088,982-776-6449,12/19/2018 2:53,12/19/2018 3:45,0:51:53,outgoing
12035,767-924-6502,930-883-1524,7/8/2018 22:06,7/8/2018 22:12,0:05:52,incoming
12036,930-883-1524,767-924-6502,4/29/2019 17:41,4/29/2019 17:41,0:00:00,missed call
12037,982-776-6449,206-578-3516,9/10/2017 12:33,9/10/2017 13:32,0:59:10,incoming
12038,340-659-7071,263-435-6327,3/26/2017 11:43,3/26/2017 11:43,0:00:00,missed call
12039,340-659-7071,140-766-7286,7/18/2017 5:01,7/18/2017 5:41,0:40:05,incoming
12040,340-659-7071,325-139-4088,5/3/2017 0:48,5/3/2017 1:09,0:21:34,outgoing
12041,767-924-6502,206-578-3516,3/11/2019 18:34,3/11/2019 18:53,0:19:42,incoming
12042,206-578-3516,928-557-7876,2/19/2018 12:52,2/19/2018 12:52,0:00:00,missed call
12043,982-776-6449,928-557-7876,8/15/2018 22:07,8/15/2018 22:18,0:11:04,incoming
12044,928-557-7876,982-776-6449,1/11/2018 6:22,1/11/2018 7:02,0:39:54,outgoing
12045,340-659-7071,930-883-1524,12/18/2017 22:48,12/18/2017 23:21,0:33:28,outgoing
12046,928-557-7876,982-776-6449,6/7/2018 13:24,6/7/2018 13:33,0:08:20,incoming
12047,206-578-3516,796-387-5648,3/17/2018 10:43,3/17/2018 11:38,0:54:41,outgoing
12048,263-435-6327,206-578-3516,6/7/2018 1:30,6/7/2018 1:59,0:29:05,incoming
12049,140-766-7286,796-387-5648,4/22/2019 1:28,4/22/2019 1:28,0:00:00,missed call
12050,340-659-7071,206-578-3516,5/12/2019 2:48,5/12/2019 2:48,0:00:00,missed call
12051,340-659-7071,206-578-3516,12/22/2017 3:21,12/22/2017 4:10,0:49:52,outgoing
12052,767-924-6502,140-766-7286,10/5/2018 11:16,10/5/2018 12:09,0:52:57,incoming
12053,930-883-1524,928-557-7876,7/31/2018 10:46,7/31/2018 10:55,0:09:11,incoming
12054,140-766-7286,982-776-6449,7/24/2017 10:56,7/24/2017 11:24,0:28:06,outgoing
12055,928-557-7876,930-883-1524,2/8/2019 21:42,2/8/2019 21:42,0:00:00,missed call
12056,140-766-7286,340-659-7071,4/26/2017 1:10,4/26/2017 1:51,0:40:25,outgoing
12057,140-766-7286,930-883-1524,4/18/2018 15:08,4/18/2018 16:07,0:59:02,incoming
12058,982-776-6449,340-659-7071,5/13/2017 5:49,5/13/2017 6:03,0:13:13,outgoing
12059,325-139-4088,767-924-6502,9/11/2018 15:46,9/11/2018 16:16,0:30:23,outgoing
12060,325-139-4088,206-578-3516,4/3/2019 1:47,4/3/2019 1:50,0:02:57,incoming
12061,206-578-3516,340-659-7071,5/10/2018 11:39,5/10/2018 11:39,0:00:00,missed call
12062,263-435-6327,930-883-1524,6/18/2018 12:38,6/18/2018 13:18,0:39:46,incoming
12063,930-883-1524,796-387-5648,2/7/2018 8:41,2/7/2018 9:10,0:29:19,incoming
12064,325-139-4088,140-766-7286,8/16/2018 20:35,8/16/2018 20:47,0:11:20,incoming
12065,982-776-6449,263-435-6327,8/14/2018 5:39,8/14/2018 5:39,0:00:00,missed call
12066,263-435-6327,767-924-6502,1/7/2018 8:07,1/7/2018 8:36,0:28:22,outgoing
12067,796-387-5648,325-139-4088,2/23/2018 11:18,2/23/2018 11:30,0:11:46,outgoing
12068,930-883-1524,140-766-7286,1/28/2018 15:28,1/28/2018 15:28,0:00:00,missed call
12069,982-776-6449,325-139-4088,2/28/2017 6:55,2/28/2017 6:55,0:00:00,missed call
12070,930-883-1524,206-578-3516,5/22/2017 20:24,5/22/2017 20:24,0:00:00,missed call
12071,263-435-6327,796-387-5648,11/22/2018 10:38,11/22/2018 11:20,0:41:57,incoming
12072,340-659-7071,325-139-4088,10/27/2017 22:31,10/27/2017 22:43,0:11:52,outgoing
12073,982-776-6449,930-883-1524,10/28/2017 17:06,10/28/2017 17:25,0:19:10,outgoing
12074,206-578-3516,340-659-7071,12/24/2018 17:55,12/24/2018 17:55,0:00:00,missed call
12075,928-557-7876,263-435-6327,12/31/2017 16:47,12/31/2017 17:28,0:41:08,incoming
12076,930-883-1524,928-557-7876,5/19/2019 12:55,5/19/2019 13:10,0:15:45,incoming
12077,928-557-7876,340-659-7071,9/11/2018 6:12,9/11/2018 6:12,0:00:00,missed call
12078,263-435-6327,140-766-7286,1/24/2018 9:48,1/24/2018 9:48,0:00:00,missed call
12079,140-766-7286,767-924-6502,3/13/2019 2:36,3/13/2019 2:36,0:00:00,missed call
12080,928-557-7876,325-139-4088,11/29/2018 21:33,11/29/2018 21:33,0:00:00,missed call
12081,767-924-6502,263-435-6327,7/23/2017 16:26,7/23/2017 17:25,0:58:47,outgoing
12082,206-578-3516,325-139-4088,12/28/2018 6:31,12/28/2018 6:34,0:02:54,incoming
12083,982-776-6449,930-883-1524,1/6/2017 18:00,1/6/2017 18:40,0:39:49,incoming
12084,340-659-7071,140-766-7286,3/25/2017 2:37,3/25/2017 2:37,0:00:00,missed call
12085,140-766-7286,206-578-3516,6/7/2017 20:05,6/7/2017 20:05,0:00:00,missed call
12086,982-776-6449,263-435-6327,6/3/2017 9:38,6/3/2017 10:27,0:48:49,incoming
12087,930-883-1524,928-557-7876,11/28/2017 4:08,11/28/2017 4:08,0:00:00,missed call
12088,340-659-7071,140-766-7286,7/11/2017 23:18,7/11/2017 23:18,0:00:00,missed call
12089,982-776-6449,206-578-3516,9/16/2017 2:25,9/16/2017 2:25,0:00:00,missed call
12090,796-387-5648,206-578-3516,2/25/2017 12:09,2/25/2017 12:09,0:00:00,missed call
12091,206-578-3516,140-766-7286,2/13/2019 18:10,2/13/2019 18:10,0:00:00,missed call
12092,930-883-1524,767-924-6502,10/8/2018 21:37,10/8/2018 21:48,0:11:02,outgoing
12093,340-659-7071,930-883-1524,11/22/2017 21:12,11/22/2017 21:12,0:00:00,missed call
12094,796-387-5648,263-435-6327,1/27/2017 1:41,1/27/2017 1:41,0:00:00,missed call
12095,928-557-7876,325-139-4088,9/12/2018 15:09,9/12/2018 15:11,0:02:42,outgoing
12096,340-659-7071,140-766-7286,5/9/2018 17:10,5/9/2018 17:44,0:33:59,outgoing
12097,325-139-4088,982-776-6449,7/1/2017 19:26,7/1/2017 19:26,0:00:00,missed call
12098,140-766-7286,263-435-6327,1/18/2018 9:53,1/18/2018 10:39,0:46:20,incoming
12099,340-659-7071,325-139-4088,12/30/2017 23:31,12/30/2017 23:45,0:14:55,outgoing
12100,767-924-6502,140-766-7286,2/17/2018 17:35,2/17/2018 18:30,0:54:13,incoming
12101,928-557-7876,982-776-6449,8/19/2017 0:04,8/19/2017 0:59,0:55:14,incoming
12102,796-387-5648,340-659-7071,1/1/2017 18:08,1/1/2017 18:54,0:46:01,incoming
12103,982-776-6449,325-139-4088,11/5/2018 0:03,11/5/2018 0:32,0:28:30,outgoing
12104,140-766-7286,767-924-6502,8/28/2018 21:21,8/28/2018 21:59,0:37:28,incoming
12105,767-924-6502,982-776-6449,12/23/2017 17:33,12/23/2017 17:33,0:00:00,missed call
12106,340-659-7071,325-139-4088,1/29/2018 17:51,1/29/2018 17:51,0:00:00,missed call
12107,206-578-3516,325-139-4088,12/4/2018 23:44,12/4/2018 23:44,0:00:00,missed call
12108,796-387-5648,206-578-3516,3/10/2017 15:07,3/10/2017 15:07,0:00:00,missed call
12109,263-435-6327,930-883-1524,5/4/2018 4:34,5/4/2018 4:34,0:00:00,missed call
12110,930-883-1524,340-659-7071,6/29/2018 16:41,6/29/2018 16:41,0:00:00,missed call
12111,930-883-1524,263-435-6327,12/11/2017 8:22,12/11/2017 8:22,0:00:00,missed call
12112,796-387-5648,325-139-4088,8/28/2018 8:28,8/28/2018 9:23,0:54:33,outgoing
12113,930-883-1524,140-766-7286,11/3/2018 8:45,11/3/2018 8:45,0:00:00,missed call
12114,982-776-6449,206-578-3516,3/14/2019 19:31,3/14/2019 20:27,0:55:32,outgoing
12115,325-139-4088,340-659-7071,7/18/2018 22:59,7/18/2018 22:59,0:00:00,missed call
12116,928-557-7876,796-387-5648,1/7/2018 17:48,1/7/2018 17:52,0:04:09,outgoing
12117,982-776-6449,325-139-4088,5/27/2018 7:03,5/27/2018 8:01,0:58:18,incoming
12118,340-659-7071,930-883-1524,8/9/2018 17:34,8/9/2018 17:50,0:15:42,incoming
12119,767-924-6502,263-435-6327,5/5/2017 22:17,5/5/2017 22:48,0:30:51,outgoing
12120,796-387-5648,140-766-7286,3/24/2019 11:27,3/24/2019 11:36,0:08:57,outgoing
12121,140-766-7286,982-776-6449,2/26/2017 18:04,2/26/2017 18:33,0:28:47,outgoing
12122,340-659-7071,767-924-6502,11/21/2017 15:18,11/21/2017 15:18,0:00:00,missed call
12123,767-924-6502,325-139-4088,7/17/2018 10:34,7/17/2018 10:37,0:03:28,outgoing
12124,928-557-7876,982-776-6449,1/12/2017 11:30,1/12/2017 11:30,0:00:00,missed call
12125,796-387-5648,930-883-1524,12/27/2017 11:00,12/27/2017 11:45,0:45:54,incoming
12126,767-924-6502,796-387-5648,5/11/2018 2:07,5/11/2018 2:13,0:05:39,outgoing
12127,796-387-5648,206-578-3516,6/6/2018 0:02,6/6/2018 0:02,0:00:00,missed call
12128,263-435-6327,796-387-5648,1/30/2017 8:28,1/30/2017 9:19,0:50:49,outgoing
12129,325-139-4088,796-387-5648,2/12/2017 3:48,2/12/2017 4:03,0:15:00,outgoing
12130,930-883-1524,928-557-7876,8/28/2017 22:02,8/28/2017 22:06,0:04:20,outgoing
12131,982-776-6449,140-766-7286,5/24/2018 18:30,5/24/2018 18:30,0:00:00,missed call
12132,930-883-1524,340-659-7071,7/10/2018 1:49,7/10/2018 1:56,0:07:22,incoming
12133,928-557-7876,340-659-7071,2/4/2019 14:02,2/4/2019 14:02,0:00:00,missed call
12134,767-924-6502,263-435-6327,2/23/2017 2:24,2/23/2017 2:50,0:25:59,incoming
12135,767-924-6502,796-387-5648,2/4/2017 7:51,2/4/2017 7:51,0:00:00,missed call
12136,796-387-5648,982-776-6449,2/22/2017 23:28,2/23/2017 0:08,0:39:38,incoming
12137,140-766-7286,263-435-6327,7/25/2018 0:50,7/25/2018 1:19,0:28:21,incoming
12138,206-578-3516,796-387-5648,9/4/2017 2:39,9/4/2017 2:53,0:13:32,outgoing
12139,263-435-6327,325-139-4088,2/27/2018 16:47,2/27/2018 17:01,0:14:09,outgoing
12140,982-776-6449,206-578-3516,1/31/2017 21:26,1/31/2017 21:49,0:23:18,outgoing
12141,928-557-7876,206-578-3516,2/28/2019 6:49,2/28/2019 7:24,0:35:08,incoming
12142,325-139-4088,930-883-1524,9/22/2017 21:45,9/22/2017 22:16,0:31:06,incoming
12143,928-557-7876,767-924-6502,7/20/2018 8:20,7/20/2018 8:22,0:02:06,outgoing
12144,340-659-7071,930-883-1524,1/7/2019 16:36,1/7/2019 16:36,0:00:00,missed call
12145,930-883-1524,796-387-5648,1/27/2019 21:12,1/27/2019 21:50,0:38:27,incoming
12146,928-557-7876,796-387-5648,4/2/2019 6:57,4/2/2019 6:57,0:00:00,missed call
12147,796-387-5648,263-435-6327,6/15/2017 14:33,6/15/2017 14:34,0:00:57,outgoing
12148,928-557-7876,206-578-3516,3/2/2019 12:19,3/2/2019 12:29,0:10:45,incoming
12149,928-557-7876,263-435-6327,5/5/2019 1:24,5/5/2019 2:16,0:52:26,incoming
12150,796-387-5648,140-766-7286,2/21/2018 17:13,2/21/2018 18:02,0:48:58,incoming
12151,767-924-6502,930-883-1524,4/2/2017 18:23,4/2/2017 18:23,0:00:00,missed call
12152,325-139-4088,340-659-7071,2/11/2018 0:16,2/11/2018 0:16,0:00:00,missed call
12153,982-776-6449,340-659-7071,8/24/2018 1:29,8/24/2018 1:29,0:00:00,missed call
12154,930-883-1524,928-557-7876,1/18/2018 22:46,1/18/2018 22:46,0:00:00,missed call
12155,263-435-6327,140-766-7286,10/10/2017 6:24,10/10/2017 6:24,0:00:00,missed call
12156,325-139-4088,263-435-6327,2/28/2018 15:08,2/28/2018 15:51,0:43:52,incoming
12157,796-387-5648,340-659-7071,9/17/2017 4:27,9/17/2017 4:27,0:00:00,missed call
12158,796-387-5648,340-659-7071,5/23/2017 10:58,5/23/2017 10:58,0:00:00,missed call
12159,796-387-5648,140-766-7286,9/5/2017 5:00,9/5/2017 5:00,0:00:00,missed call
12160,796-387-5648,982-776-6449,2/20/2017 4:56,2/20/2017 5:35,0:38:15,outgoing
12161,263-435-6327,206-578-3516,7/17/2017 9:31,7/17/2017 9:31,0:00:00,missed call
12162,140-766-7286,928-557-7876,5/29/2018 18:41,5/29/2018 19:39,0:58:22,incoming
12163,928-557-7876,930-883-1524,5/24/2019 17:36,5/24/2019 17:41,0:05:17,outgoing
12164,140-766-7286,796-387-5648,4/22/2019 7:38,4/22/2019 8:28,0:50:01,incoming
12165,796-387-5648,767-924-6502,3/8/2018 16:11,3/8/2018 16:19,0:07:57,incoming
12166,767-924-6502,982-776-6449,5/7/2018 10:42,5/7/2018 11:11,0:28:05,incoming
12167,767-924-6502,982-776-6449,9/25/2018 9:56,9/25/2018 9:56,0:00:00,missed call
12168,796-387-5648,767-924-6502,5/19/2017 5:02,5/19/2017 5:38,0:36:18,incoming
12169,263-435-6327,928-557-7876,8/26/2017 17:42,8/26/2017 18:06,0:24:31,incoming
12170,767-924-6502,796-387-5648,7/24/2018 16:41,7/24/2018 17:21,0:39:41,incoming
12171,796-387-5648,930-883-1524,8/19/2017 13:38,8/19/2017 13:50,0:12:44,incoming
12172,263-435-6327,340-659-7071,6/22/2017 18:48,6/22/2017 19:07,0:19:31,incoming
12173,206-578-3516,930-883-1524,5/26/2019 22:42,5/26/2019 23:17,0:35:39,outgoing
12174,767-924-6502,796-387-5648,11/9/2018 6:50,11/9/2018 6:50,0:00:00,missed call
12175,140-766-7286,263-435-6327,12/31/2018 18:11,12/31/2018 18:39,0:28:02,outgoing
12176,340-659-7071,263-435-6327,7/23/2017 21:52,7/23/2017 22:11,0:18:56,outgoing
12177,340-659-7071,982-776-6449,1/9/2018 17:22,1/9/2018 18:02,0:39:56,incoming
12178,928-557-7876,767-924-6502,5/6/2017 10:52,5/6/2017 11:16,0:23:34,outgoing
12179,928-557-7876,767-924-6502,5/29/2019 8:26,5/29/2019 8:56,0:30:13,incoming
12180,340-659-7071,767-924-6502,10/26/2018 10:48,10/26/2018 10:48,0:00:00,missed call
12181,928-557-7876,930-883-1524,3/5/2017 3:22,3/5/2017 3:23,0:00:56,outgoing
12182,767-924-6502,140-766-7286,6/14/2018 9:15,6/14/2018 9:15,0:00:00,missed call
12183,928-557-7876,206-578-3516,6/22/2017 23:26,6/22/2017 23:26,0:00:00,missed call
12184,206-578-3516,928-557-7876,1/12/2019 8:11,1/12/2019 8:11,0:00:00,missed call
12185,206-578-3516,982-776-6449,12/31/2018 3:13,12/31/2018 3:29,0:16:40,incoming
12186,325-139-4088,263-435-6327,12/14/2018 8:26,12/14/2018 8:26,0:00:00,missed call
12187,340-659-7071,930-883-1524,6/22/2018 4:06,6/22/2018 4:47,0:40:46,incoming
12188,928-557-7876,340-659-7071,12/18/2018 11:42,12/18/2018 11:42,0:00:00,missed call
12189,325-139-4088,982-776-6449,4/11/2018 12:19,4/11/2018 12:31,0:11:33,outgoing
12190,140-766-7286,982-776-6449,6/10/2018 20:19,6/10/2018 20:38,0:18:18,outgoing
12191,930-883-1524,140-766-7286,1/18/2018 8:42,1/18/2018 9:26,0:43:47,incoming
12192,928-557-7876,796-387-5648,2/23/2017 15:16,2/23/2017 15:40,0:24:13,outgoing
12193,206-578-3516,930-883-1524,7/20/2018 23:30,7/20/2018 23:30,0:00:00,missed call
12194,767-924-6502,206-578-3516,11/18/2018 5:03,11/18/2018 5:03,0:00:00,missed call
12195,263-435-6327,928-557-7876,10/14/2018 18:16,10/14/2018 18:57,0:40:40,outgoing
12196,325-139-4088,767-924-6502,1/30/2017 18:56,1/30/2017 19:20,0:23:57,incoming
12197,796-387-5648,767-924-6502,2/25/2019 2:55,2/25/2019 3:24,0:28:17,outgoing
12198,928-557-7876,263-435-6327,9/24/2018 22:02,9/24/2018 22:37,0:34:58,incoming
12199,930-883-1524,928-557-7876,2/28/2018 5:35,2/28/2018 6:23,0:47:50,outgoing
12200,930-883-1524,796-387-5648,9/8/2017 4:21,9/8/2017 4:21,0:00:00,missed call
12201,263-435-6327,928-557-7876,2/15/2019 7:35,2/15/2019 8:34,0:59:20,outgoing
12202,930-883-1524,206-578-3516,9/13/2017 5:23,9/13/2017 5:23,0:00:00,missed call
12203,930-883-1524,928-557-7876,9/21/2018 17:58,9/21/2018 18:15,0:17:15,incoming
12204,325-139-4088,930-883-1524,2/24/2018 20:25,2/24/2018 20:47,0:21:36,outgoing
12205,140-766-7286,930-883-1524,10/25/2018 21:21,10/25/2018 21:21,0:00:00,missed call
12206,263-435-6327,928-557-7876,6/11/2017 16:42,6/11/2017 17:11,0:28:30,outgoing
12207,140-766-7286,982-776-6449,3/5/2018 12:22,3/5/2018 12:55,0:32:40,outgoing
12208,263-435-6327,767-924-6502,4/9/2017 8:29,4/9/2017 9:07,0:38:07,outgoing
12209,263-435-6327,340-659-7071,12/18/2018 17:49,12/18/2018 18:17,0:28:18,outgoing
12210,982-776-6449,140-766-7286,1/24/2019 13:04,1/24/2019 13:59,0:54:33,incoming
12211,982-776-6449,263-435-6327,8/13/2017 1:41,8/13/2017 1:41,0:00:00,missed call
12212,767-924-6502,140-766-7286,6/28/2017 22:52,6/28/2017 22:52,0:00:00,missed call
12213,930-883-1524,325-139-4088,2/22/2017 15:00,2/22/2017 15:55,0:54:19,incoming
12214,206-578-3516,263-435-6327,1/28/2019 23:47,1/29/2019 0:12,0:25:26,incoming
12215,263-435-6327,767-924-6502,8/31/2018 18:01,8/31/2018 18:24,0:22:50,incoming
12216,140-766-7286,930-883-1524,6/11/2017 2:32,6/11/2017 2:38,0:06:18,incoming
12217,263-435-6327,930-883-1524,1/22/2017 13:15,1/22/2017 13:44,0:28:52,outgoing
12218,263-435-6327,930-883-1524,5/4/2017 12:54,5/4/2017 12:56,0:01:58,outgoing
12219,982-776-6449,206-578-3516,11/12/2017 0:01,11/12/2017 0:36,0:34:42,outgoing
12220,325-139-4088,796-387-5648,12/2/2017 10:22,12/2/2017 10:33,0:11:05,outgoing
12221,140-766-7286,767-924-6502,1/7/2017 4:03,1/7/2017 4:06,0:03:22,outgoing
12222,263-435-6327,796-387-5648,5/5/2017 6:52,5/5/2017 7:49,0:57:12,incoming
12223,325-139-4088,206-578-3516,5/28/2017 12:28,5/28/2017 13:13,0:45:15,outgoing
12224,928-557-7876,263-435-6327,1/9/2017 17:50,1/9/2017 17:50,0:00:00,missed call
12225,982-776-6449,340-659-7071,8/15/2017 13:51,8/15/2017 14:17,0:26:05,outgoing
12226,928-557-7876,340-659-7071,1/15/2018 8:48,1/15/2018 9:32,0:44:14,incoming
12227,325-139-4088,982-776-6449,2/20/2018 23:40,2/21/2018 0:23,0:42:49,incoming
12228,325-139-4088,767-924-6502,2/5/2018 1:19,2/5/2018 1:26,0:07:23,incoming
12229,796-387-5648,767-924-6502,12/14/2017 5:26,12/14/2017 5:42,0:15:46,outgoing
12230,930-883-1524,796-387-5648,2/1/2018 19:56,2/1/2018 20:42,0:46:13,incoming
12231,982-776-6449,928-557-7876,7/5/2017 23:39,7/5/2017 23:39,0:00:00,missed call
12232,340-659-7071,206-578-3516,6/11/2018 10:33,6/11/2018 11:04,0:30:50,incoming
12233,796-387-5648,982-776-6449,1/28/2018 4:41,1/28/2018 4:41,0:00:00,missed call
12234,930-883-1524,263-435-6327,6/21/2018 14:55,6/21/2018 14:55,0:00:42,incoming
12235,206-578-3516,930-883-1524,3/28/2019 7:38,3/28/2019 7:55,0:16:58,incoming
12236,325-139-4088,340-659-7071,12/4/2017 21:33,12/4/2017 21:33,0:00:00,missed call
12237,340-659-7071,206-578-3516,7/14/2018 8:16,7/14/2018 8:51,0:34:51,outgoing
12238,140-766-7286,767-924-6502,4/16/2018 0:54,4/16/2018 0:54,0:00:00,missed call
12239,340-659-7071,140-766-7286,12/21/2017 0:55,12/21/2017 0:55,0:00:00,missed call
12240,140-766-7286,930-883-1524,12/3/2018 14:59,12/3/2018 14:59,0:00:00,missed call
12241,340-659-7071,325-139-4088,12/26/2018 15:44,12/26/2018 15:44,0:00:00,missed call
12242,263-435-6327,982-776-6449,8/25/2018 1:57,8/25/2018 2:47,0:49:25,incoming
12243,930-883-1524,767-924-6502,10/31/2017 2:13,10/31/2017 2:13,0:00:00,missed call
12244,325-139-4088,928-557-7876,5/31/2018 2:49,5/31/2018 3:03,0:13:46,incoming
12245,982-776-6449,767-924-6502,10/28/2017 8:52,10/28/2017 8:52,0:00:00,missed call
12246,928-557-7876,325-139-4088,7/18/2018 12:40,7/18/2018 13:05,0:24:44,outgoing
12247,263-435-6327,767-924-6502,3/21/2019 14:13,3/21/2019 14:38,0:24:28,outgoing
12248,796-387-5648,325-139-4088,7/29/2017 7:57,7/29/2017 8:14,0:16:22,incoming
12249,263-435-6327,982-776-6449,10/21/2017 15:49,10/21/2017 15:49,0:00:00,missed call
12250,206-578-3516,796-387-5648,4/14/2018 15:50,4/14/2018 16:18,0:27:41,outgoing
12251,930-883-1524,928-557-7876,3/4/2019 16:36,3/4/2019 17:04,0:28:07,incoming
12252,140-766-7286,206-578-3516,8/20/2018 20:39,8/20/2018 20:39,0:00:00,missed call
12253,325-139-4088,930-883-1524,3/27/2018 5:04,3/27/2018 5:38,0:33:35,outgoing
12254,796-387-5648,982-776-6449,7/4/2018 12:26,7/4/2018 12:26,0:00:00,missed call
12255,928-557-7876,930-883-1524,10/26/2017 2:44,10/26/2017 3:36,0:51:59,incoming
12256,982-776-6449,140-766-7286,5/9/2018 20:50,5/9/2018 20:50,0:00:00,missed call
12257,767-924-6502,206-578-3516,3/18/2019 15:04,3/18/2019 15:35,0:31:11,incoming
12258,930-883-1524,340-659-7071,3/9/2019 21:54,3/9/2019 21:54,0:00:00,missed call
12259,325-139-4088,767-924-6502,10/16/2017 17:48,10/16/2017 17:48,0:00:00,missed call
12260,206-578-3516,140-766-7286,8/22/2017 13:08,8/22/2017 13:31,0:22:53,incoming
12261,930-883-1524,928-557-7876,4/12/2017 12:51,4/12/2017 13:46,0:55:09,incoming
12262,928-557-7876,263-435-6327,1/28/2018 12:14,1/28/2018 12:14,0:00:00,missed call
12263,982-776-6449,340-659-7071,7/25/2018 1:46,7/25/2018 2:07,0:20:06,incoming
12264,928-557-7876,767-924-6502,12/13/2018 14:11,12/13/2018 14:19,0:08:14,outgoing
12265,340-659-7071,930-883-1524,7/11/2017 1:44,7/11/2017 1:59,0:15:18,incoming
12266,928-557-7876,325-139-4088,9/13/2017 10:12,9/13/2017 10:53,0:40:52,outgoing
12267,340-659-7071,796-387-5648,3/11/2018 19:29,3/11/2018 19:39,0:09:33,incoming
12268,796-387-5648,982-776-6449,7/18/2017 13:04,7/18/2017 13:19,0:14:54,outgoing
12269,767-924-6502,140-766-7286,10/23/2018 11:05,10/23/2018 11:47,0:42:17,outgoing
12270,796-387-5648,140-766-7286,4/1/2017 13:19,4/1/2017 14:19,0:59:35,incoming
12271,928-557-7876,982-776-6449,6/3/2017 0:56,6/3/2017 0:56,0:00:00,missed call
12272,325-139-4088,140-766-7286,10/29/2018 16:57,10/29/2018 16:57,0:00:00,missed call
12273,796-387-5648,930-883-1524,9/6/2017 14:38,9/6/2017 14:38,0:00:00,missed call
12274,982-776-6449,206-578-3516,8/2/2017 18:21,8/2/2017 18:48,0:26:25,incoming
12275,263-435-6327,340-659-7071,5/17/2018 21:04,5/17/2018 21:04,0:00:00,missed call
12276,930-883-1524,206-578-3516,9/27/2017 9:30,9/27/2017 9:30,0:00:00,missed call
12277,982-776-6449,340-659-7071,3/5/2017 12:53,3/5/2017 12:54,0:01:43,outgoing
12278,140-766-7286,767-924-6502,11/30/2017 16:38,11/30/2017 17:10,0:32:25,outgoing
12279,796-387-5648,325-139-4088,5/1/2019 2:43,5/1/2019 3:31,0:47:43,outgoing
12280,263-435-6327,140-766-7286,3/3/2018 1:20,3/3/2018 2:18,0:57:42,incoming
12281,340-659-7071,982-776-6449,2/16/2018 17:31,2/16/2018 17:31,0:00:00,missed call
12282,140-766-7286,930-883-1524,1/6/2018 1:03,1/6/2018 1:32,0:28:40,incoming
12283,796-387-5648,325-139-4088,8/4/2017 3:13,8/4/2017 4:06,0:52:46,outgoing
12284,206-578-3516,796-387-5648,6/2/2017 21:12,6/2/2017 21:21,0:08:36,outgoing
